Name,Meaning
Shafiq,compassionate.
Shah,king.
Shahid,witness.
shahrukh,face of the king.
Shaila,mountain.
Shaina,beautiful.
Shakir,grateful.
Shakti,power or energy.
Shakuntala,brought up by birds.
Shala,river.
Shalom,peace.
Shaman,medicine man.
Shambhu,source of happiness.
Shamir,flint or protector.
Shamon,heard.
Shamus,supplanter.
Shan,wise.
Shana,beautiful.
Shane,God is gracious.
Shani,wonderful.
Shania,on my way.
Shanice,God is gracious.
Shanika,God is gracious.
Shaniya,beautiful.
Shankar,beneficent.
Shannelle,channel.
Shannon,wise one.
Shanta,peaceful.
Shantel,stony place.
Shanti,peace.
Shara,princess.
Sharad,autumn.
Shari,princess.
Sharif,noble or eminent.
Sharla,free woman.
Sharleen,free person.
Sharlene,little woman.
Sharma,joy or shelter.
Sharmila,shy or modest.
Sharon,a plain.
Sharona,of the plain.
Sharun,plains.
Sharyl,darling.
Shasta,three-peaked mountain.
Shaun,God is gracious.
Shauna,God is gracious.
Shawn,God is gracious.
Shawna,God is gracious.
Shay,stately or gift.
Shaya,worthy.
Shaye,admirable.
Shayla,fairy palace.
Shayna,beautiful.
Shayne,God is gracious.
Shea,admirable.
Sheba,oath.
Shedrick,shining.
Sheehan,peaceful.
Sheena,God is gracious.
Sheila,heavenly.
Shelby,willow farm.
Sheldon,steep-sided valley.
Shelley,meadow on the ledge.
Shelly,clearing on the bank.
Shelton,ledge town.
Shen,spirit.
Sherard,brave.
Sheridan,wild.
Sheriff,official.
Sherman,shearer of cloth.
Sherri,beloved.
Sherrie,darling.
Sherrill,beloved.
Sherrod,clearer of land.
Sherry,beloved.
Sherwin,bright friend.
sourabh, fragrance.
Sherwood,bright forest.
Shev,charming.
Shikha,flame or peak.
Shila,rock.
Shiloh,peaceful one.
Shira,my song.
Shirish,flower.
Shirley,bright meadow.
Shiv,auspicious.
Shiva,pure or auspicious.
Shivani,life and death.
Shlomo,peace.
Shobi,glorious.
Shona,God is gracious.
Shreya,auspicious or fortunate.
Shreyas,superior or best.
Shruti,lyrics or expert in Vedas.
Shubh,auspicious.
Shubham,goodness.
Shun,fast or talented.
Shura,defender of man.
Shwet,white.
Shy,quiet.
Shyla,daughter of the mountain.
Sia,victory or moving.
Sian,God is gracious.
Siara,pure or holy.
Sibyl,prophetess.
Sid,from St. Denis.
Siddharth,one who has accomplished a goal.
Sidney,wide island.
Sienna,orange-red.
Sierra,mountain range.
Sigmund,victorious protection.
Signe,new victory.
Sigourney,conqueror.
Sigrid,beautiful victory.
Silas,wood or forest.
Silvana,from the forest.
Silver,precious metal.
Silvester,woodland.
Silvia,of the forest.
Silvio,forest.
Sim,he who hears.
Sima,limit.
Simeon,God has heard.
Simona,one who listens.
Simone,hearkening.
Simon,listener.
Simran,meditation or remembrance.
Sina,treasure.
Sinclair,from St. Clair.
Sincere,honest.
Sindy,moon goddess.
Sion,mountain.
Sira,sun.
Siri,beautiful victory.
Sisha,noble.
Sivan,ninth month.
Siv,bride.
Sivani,goddess Parvati.
Skye,cloud.
Skylar,scholar or sky.
Skyler,eternal life.
Sloan,warrior.
Sloane,raider or warrior.
Smaran,remembrance.
Smit,smiling.
Smith,blacksmith.
Sneha,love or affection.
Snyder,tailor.
Sofia,wisdom.
Sofie,wisdom.
soham, I am that.
Sohail,moonlight.
Sohan,handsome.
Sol,sun.
Solomon,peaceful.
Soma,moon.
Somerville,summer town.
Sona,gold.
Sonal,golden.
Sonam,gifted or lucky.
Sonia,wise.
Sonja,wisdom.
Sonny,son.
Sonya,wisdom.
Sophia,wisdom.
Sophie,wisdom.
Soren,stern.
Sorrell,reddish-brown.
Sorrento,serene.
Soumya,gentle or mild.
South,direction.
Spark,fire.
Sparrow,bird.
Spear,weapon.
Spencer,provider or steward.
Sperry,sparks.
Spike,heavy nail.
Spirit,soul.
Spring,season.
Spry,lively.
Sriya,prosperous.
Stacey,resurrection.
Stacy,resurrection.
Stafford,stony ford.
Stan,stony.
Stanford,stone ford.
Stanislaus,glorious government.
Stanley,stony meadow.
sayuri,small lily.
Stanton,stony town.
Star,celestial body.
Stark,strong.
Starr,star.
Stas,glory.
Stavros,cross.
Stefan,crown or garland.
Stefanie,crowned.
Stella,star.
Stephan,crown.
sushma, beautiful.
shramik, laborer.
Stephanie,crowned.
Stephen,crown or garland.
Stephon,crown.
shravani, born in the month of Shravan.
Sterling,pure or of high quality.
summer, warm season.
Steve,crown.
Steven,crown.
Stewart,steward.
Stig,path.
Stiles,steep path.
smruti, memory.
Stirling,genuine.
Stockton,stump town.
Stone,rock.
Storm,tempest.
Stormy,turbulent.
Stowe,holy place.
Stratton,town on a Roman road.
Stryker,striker.
Stuart,estate guardian.
Subash,fragrance.
Subhash,eloquent.
Sudarshan,good-looking.
Sudeep,bright lamp.
Sudhir,resolute or wise.
Sue,lily.
Suhail,gentle.
Suhani,pleasant.
Sujal,affectionate.
Sujat,noble.
sulekha,beautiful writing.
Sukumar,tender.
Suleiman,peaceful.
suman,good mind.
Sully,from the south meadow.
Sultan,king or ruler.
Sumaya,high above.
surekha,beautiful writing.
Sumit,well-measured or friend.
Summer,warm season.
Sumner,summoner.
Sun,the sun.
Sundar,beautiful.
suraksha,protection.
Sundeep,light.
sandeep,lighted lamp.
sushant, intelligent or good-looking.
Sunil,very blue.
Sunita,well-behaved.
Sunny,cheerful.
Suraj,sun.
Surat,beauty.
Suresh,ruler of gods.
Suri,princess.
Surya,sun god.
Susan,lily.
Susana,lily.
Susanna,lily.
Susannah,lily.
Susie,lily.
Sutton,from the southern town.
Suvam,auspicious.
Suzanne,lily.
Suzu,bell.
Suzuko,bell child.
Sven,youth.
Svetlana,shining.
Swaati,star.
Swaan,swan.
Swane,swan.
Swaraj,liberty.
swara,voice.
Swarit,musical.
Swayze,from Switzerland.
Sybilla,prophetess.
Sybil,wise.
samruddhi, prosperity.
Syd,wide meadow.
Sydnee,wide meadow.
Sydney,wide island.
Sydni,wide meadow.
Syed,master or lord.
Syer,victorious.
Sylas,of the forest.
samay, time.
Sylvain,of the wood.
Sylvester,wooded.
Sylvia,from the forest.
Sylvie,of the woods.
shivam, auspicious.
saksham, capable.
supriya, beloved.
Symeon,hearing.
sagar, ocean.
Symphony,harmony of sound.
shrikant,lord of wealth.
Syre,lord.
sayali, a flower.
shriraj, king of kings.
santosh, contentment.
srushti, creation.
Cyril,lordly.
sanchali, one who is a traveler.
sanchita, collected or accumulated.

Taarush,conqueror.
Tabatha,gazelle.
Tabitha,graceful.
Tabor,drum.
Tad,courageous.
Tadhg,poet.
Tadpole,young frog.
Taffy,beloved.
Tage,day.
Taggart,son of the priest.
Tahira,pure or chaste.
Tahj,crown.
Tai,great or extreme.
Taima,thunder.
Taina,house of Tatius.
Taisha,alive and well.
Tait,cheerful.
Taiwo,first born of twins.
Taja,mention.
Taka,honorable.
Takara,treasure.
Takashi,noble or prosperous.
Takeo,strong as bamboo.
Tala,wolf.
Talbot,messenger of destruction.
Talen,claw.
Talia,dew from heaven.
Taliesin,shining brow.
Talisa,consecrated to God.
Talitha,little girl.
Tallulah,leaping water.
Talmai,abounding in furrows.
Talman,oppressor.
Talon,claw of a bird of prey.
Tam,honest.
Tama,jewel.
Tamara,palm tree.
Tamari,palm tree.
Tamas,darkness.
Tamatha,palm tree.
Tamaya,in the center.
Tameka,palm tree.
Tamia,sweet.
Tamika,people's child.
Tamir,tall or wealthy.
Tamra,palm tree.
Tamryn,palm tree.
Tamsin,twin.
Tamya,palm tree.
tanishka, goddess of gold.
Tanager,bright bird.
Tanaka,dweller in a rice field.
Tandy,manly.
Tane,man.
Taner,born at dawn.
Tania,fairy queen.
Tanish,ambition.
Tanisha,born on Monday.
Tanith,serpent lady.
Tanmay,engrossed.
Tanner,leather worker.
Tannin,leather worker.
Tansy,immortal.
Tanya,fairy queen.
Tao,long life.
Tara,star.
Tarak,star.
Taran,thunder.
Tarani,boat.
Tarek,morning star.
Tarina,hill.
Tariq,morning star or visitor.
Tarun,young or youth.
Tasha,born on Christmas.
Tashina,born on Christmas.
Tasia,resurrection.
Tate,cheerful.
Tatiana,fairy queen.
Tatius,honorable.
Tatum,cheerful bringer of joy.
Tatyana,fairy queen.
Taurean,like a bull.
Taurus,bull.
Tava,from the hill.
Tavia,eighth.
Tavian,eighth.
Tavis,son of David.
Tavish,twin.
Tawny,golden brown.
Taya,valley field.
Tayla,tailor.
Taylee,fresh.
Taylor,cutter of cloth.
Tayshaun,God is gracious.
Teagan,little poet.
Teague,poet.
Ted,divine gift.
Teddy,wealthy guardian.
Teegan,attractive.
Tegan,fair.
Tehya,precious.
Teilo,noble.
Tekla,glory of God.
Telford,iron worker.
Telma,will or desire.
Teman,right hand.
Temperance,moderation.
Temple,sanctuary.
Templeton,town of the temple.
Tenley,town meadow.
Tennyson,son of Dennis.
Teo,God's gift.
Teodor,gift of God.
Teodora,God's gift.
Terence,smooth or tender.
Teresa,harvester.
Teri,harvester.
Terrance,smooth.
Terrell,stubborn.
Terrence,tender.
Terri,harvester.
Terris,son of Terry.
Terry,power of the tribe.
Tertia,third.
tuba, trumpet.
Teryl,beloved.
Tesh,happiness.
Tess,harvester.
tanuja, daughter of the earth.
Tessa,fourth or harvester.
Tessie,harvester.
Tevis,twin.
Tevita,beloved.
Tevon,son of Devon.
Tex,from Texas.
Thad,courageous heart.
Thaddeus,gift of God.
Thady,praise.
Thalia,to blossom.
Thane,warrior or attendant.
Thatcher,roof fixer.
Thayer,nation's army.
Thea,goddess.
Thelma,will or ambition.
Theo,divine gift.
Theodora,gift of God.
Theodore,gift of God.
Theodosia,God's gift.
Theon,godly.
Theresa,reaper.
Therese,harvester.
Theron,hunter.
Thierry,ruler of the people.
Thom,twin.
Thomas,twin.
Thomasina,twin.
Thor,god of thunder.
Thora,thunder.
Thorley,thorny meadow.
Thorne,from the thorn bush.
Thornton,thorn town.
Thorpe,from the village.
Thurman,servant of Thor.
Thurston,Thor's stone.
Thyra,like a thunder.
Tia,aunt or princess.
Tiana,fairy queen.
Tiara,headdress.
Tiberius,of the Tiber river.
Tice,son of Matthew.
Tiernan,lord.
Tierney,noble.
Tiff,manifestation of God.
Tiffany,appearance of God.
Tiger,powerful cat.
Tigris,tiger.
Tilda,mighty in battle.
Tilden,fertile valley.
Tillman,plowman.
Tilly,battle-mighty.
Tim,honoring God.
Timmery,brave.
Timmy,to honor God.
Timothy,honoring God.
Tina,river or follower of Christ.
Tino,little.
Tinsley,tin's meadow.
Tirzah,pleasant.
Tisha,joy.
Tito,giant.
Titus,of the giants.
Tivon,nature lover.
Tiwa,owner of royalty.
Tiya,bird.
Tiziana,of the Titans.
Tobias,God is good.
Tobin,God is good.
Toby,God is good.
Tod,fox.
Todd,fox.
Tola,worm.
Tollie,son of Talmai.
Tully,peaceful.
Tom,twin.
Tomas,twin.
Tomasz,twin.
Tommie,twin.
Tommy,twin.
Toni,praiseworthy.
Tonia,priceless.
Tony,invaluable.
Tonya,praiseworthy.
Topaz,precious stone.
Topher,bearing Christ.
Topsie,highest.
Tor,tower or thunder.
Tora,thunder.
Torah,instruction.
Torcuil,Thor's kettle.
Tori,bird or winner.
Toriano,conqueror.
Torin,chief.
Torrance,from the knolls.
Torrence,little hills.
Torrey,from the tower.
Torry,tower.
Tory,victorious.
Toshi,mirror.
Toshiro,talented or intelligent.
Totty,free woman.
Tova,good.
Tovah,good.
Townsend,from the end of the town.
Trace,brave.
Tracey,from Thracia.
Tracie,warrior.
Tracy,fighter.
Trafford,ford at the bridge.
Trahern,strong as iron.
Tranter,carrier.
Travers,crossing.
Travis,at the crossroads.
Trayton,town of trees.
Tre,three.
Tree,nature.
Tremaine,stone settlement.
Trent,gushing waters.
Trenton,Trent's town.
Tresca,powerful.
Treva,prudent.
Trevelyan,homestead.
Trever,great settlement.
Trevor,big village or industrious.
Trevon,fair town.
Trey,the third.
Treyton,three-fold.
Tricia,noble.
Trigg,faithful.
Trilby,frivolous.
Trina,pure.
Trinidad,the Trinity.
Trinity,the Holy Three.
Trish,noble.
Trisha,noble.
Tristam,sorrowful.
Tristan,bold or sad.
Tristen,full of sorrows.
Tristian,sad.
Tristin,sorrowful.
Tristram,noisy.
Trixie,bringer of joy.
Troilus,of Troy.
Troy,foot soldier.
Tru,loyal.
Truda,fighting woman.
Trude,strong.
Trudie,strength of the spear.
Trudy,universal strength.
True,honest.
Trueman,faithful man.
Truett,river bend.
Truitt,little loyal one.
Trula,true.
Truman,faithful man.
Tryne,pure.
Tryphena,delicate.
Trystan,noisy.
Tua,behind.
Tucker,fabric pleater.
Tudor,divine gift.
Tufts,bushes.
Tula,mountain peak.
Tullia,peaceful.
Tully,mighty or peaceful.
Tunde,return.
Turner,lathe worker.
Turpin,Finn's follower.
Tushar,frost or snow.
Twila,twilight.
Twilla,woven of double thread.
Ty,from the house of Ty.
Tyanne,gracious.
Tybalt,brave people.
Tycho,hitting the mark.
Tye,meadow.
Tyee,chief.
Tyler,tile maker.
Tyne,river.
Tyra,god of battle.
Tyree,island dweller.
Tyrell,stubborn.
Tyrese,enthusiastic.
Tyron,sovereign.
Tyrone,land of Owen.
Tyrus,rock.
Tyshawn,God is gracious.
Tyson,firebrand.

Ubaid,faithful servant.
Ubay,high-born.
Ubel,evil.
Uberto,bright mind.
Uda,prosperous.
Udai,to rise.
Udane,summer.
Uday,rising sun.
Udayan,up-rising.
Udele,prosperous.
Udell,yew-tree valley.
Udi,my fire.
Udit,grown or shining.
Udo,peace or prosperous.
Udom,highest.
Ugo,mind or spirit.
Ugochi,God's pride.
Ugolino,bright mind.
Uisdean,intelligent.
Ujwal,bright or clear.
Ula,jewel of the sea.
Ulan,first born of twins.
Ulani,cheerful.
Ulbert,bright noble.
Ulf,wolf.
Uliana,youthful.
Ulit,bright.
Ulla,will or determination.
Ulli,noble ruler.
Ulmar,famous wolf.
Ulmer,famous inheritance.
Ulphi,wolf.
Ulric,noble ruler.
Ulrica,noble ruler.
Ulrich,noble power.
Ulrika,ruler of all.
Ulyssa,walker.
Ulysses,wrathful.
Uma,flax or splendor.
Umai,mother.
Umay,hope.
Umber,shade.
Umberto,renowned warrior.
Umbra,shadow.
Umed,hope.
Umi,ocean.
Umit,hope.
Umut,hope.
Una,one or lamb.
Unandi,happy.
Unique,one of a kind.
Unity,oneness.
Unni,beloved.
Unwin,non-friend or enemy.
Upala,opal or jewel.
Upasna,worship.
Updike,on the bank.
Uphir,shining.
Upton,upper town.
Ur,light.
Ura,heart.
Urania,heavenly.
Uranus,the heavens.
Urbain,of the city.
Urban,city dweller.
Urbane,polite.
Uri,my light.
Uria,God is light.
Uriah,the Lord is my light.
Urian,born of privilege.
Uriel,God is my light.
Urit,bright.
Ursa,little bear.
Ursala,little bear.
Urshel,God is my light.
Urilla,shining.
Ursula,little bear.
Ursulette,little bear.
Ursyle,bear.
Urtzi,sky.
Urvashi,celestial maiden.
Urvi,earth.
Usain,beautiful.
umesh,lord of Uma.
unmesha,lord of Uma.
unmesh,lord of Uma.
Usama,lion.
Usher,gatekeeper.
Ushi,ox.
Ushma,warmth.
Uziah,the Lord is my strength.
Uziel,God is my strength.
Uzziah,strength of the Lord.
Uzziel,power of God.
utkarsh,superior or highest.
utkal, from the land of Utkal.
Utkarsha,superior or highest.

Vada,famous ruler.
Vadhir,handsome.
Vadim,ruler.
Vahan,shield.
Vail,valley.
Vaishali,historical city.
Val,strong or healthy.
Valarie,strong.
Valda,ruler.
Valdemir,famous ruler.
Valen,strong.
Valencia,bravery.
Valentina,strong and healthy.
Valentine,vigorous.
Valentino,brave.
Valeria,to be strong.
Valerian,strong.
Valerie,strength or health.
Valerius,strong.
Valery,foreign power.
Valiant,brave.
Valla,chosen.
Valli,creeper.
Valmai,may flower.
Valorie,brave.
Van,of or from.
Vance,marshland.
Vanda,wanderer.
Vandad,hope.
Vanessa,butterfly.
Vania,God is gracious.
Vann,glad.
Vansh,lineage.
Vanya,gracious gift of God.
Varden,green hill.
Varick,protecting ruler.
Varsha,rain.
Varun,lord of the waters.
Vasant,spring.
Vasil,royal.
vishwasamryadni, one who is the support of the world.
Vasile,kingly.
vishwajeet,conqueror of the world.
vishwajit,conqueror of the world.
Vasili,royal.
Vasily,kingly.
Vaughn,small.
Veda,knowledge or wisdom.
Vedant,ultimate wisdom.
Vedika,altar.
Veer,brave.
Vega,falling star.
Vela,shore or coast.
Velma,determined protector.
Venba,poetry.
Venetia,from Venice.
Venia,mercy.
Venice,canal city.
Vera,faith or truth.
Verda,fresh.
Verena,to fear or respect.
Verity,truth.
Vern,alder tree.
Verna,springlike.
Verne,alder grove.
Vernon,alder tree grove.
Veronica,true image.
Vesta,goddess of the hearth.
vignesh, lord of the world.
Vijay,victory.
Vevina,sweet lady.
Vianna,alive.
Vic,conqueror.
Vica,life.
Vicente,conquering.

Vichy,village.
Vicki,victory.
vivek,wisdom or knowledge.
Vickie,victorious.
Vicky,victory.
Victor,conqueror.
viraj,king or ruler.
vedanti, one who knows the Vedas.
vedant, ultimate knowledge.
Victoria,victory.
Victorio,conqueror.
Vida,life or dearly loved.
Vidal,life-giving.
Vidar,warrior.
Vidya,knowledge.
Vieno,gentle.
Viggo,war.
Vijay,victory.
Vikas,progress or development.
Vikram,valor.
Vila,spirit.
Vilhelm,determined protector.
Vili,resolute protector.
Vilma,determined protector.
virat,majestic or great.
Vin,conqueror.
Vina,beloved.
Vince,conquering.
Vincent,to conquer.
Vincenzo,conquering.
Vinnie,conquering.
Vinny,prevailing.
Viola,violet.
Violet,purple flower.
Violetta,little violet.
Vira,brave.
Virendra,lord of heroes.
Virgil,staff bearer.
Virginia,maiden or virgin.
Viridiana,green.
Vischer,fisherman.
Vishal,grand or magnificent.
Vishnu,protector.
Vito,life.
Vittoria,victory.
Vittorio,conqueror.
Viva,alive.
Vivian,full of life.
Viviana,alive.
Vivien,lively.
Vivienne,life.
Vlad,ruler.
Vladimir,renowned prince.
Vladislav,glorious ruler.
Vlas,lisping.
Vonda,true image.
Vonnie,true image.
Vora,truth.
Vova,ruler of the world.
varun,lord of the waters.
vamika, goddess Durga.
Vritika,thought.
Vyan,life breath.

Wade,at the river crossing.
Wadley,ford meadow.
Wadsworth,village near the water.
Wagner,wagon maker.
Wakana,harmonious music.
Wake,watchful.
Wakefield,wet field.
Wakeley,wet meadow.
Wakely,damp meadow.
Walcott,cottage by the wall.
Walden,valley of the Welsh.
Walder,forest ruler.
Waldo,ruler.
Waldron,mighty raven.
Wales,from Wales.
Walker,cloth walker or forest walker.
Wallace,foreigner or stranger.
Waller,wall builder.
Wallis,Welsh.
Wally,ruler of the army.
Walsh,Welshman.
Walt,army ruler.
Walter,army ruler.
Walton,walled town.
Walwyn,Welsh friend.
Wanda,wanderer.
Wandis,wanderer.
Wang,king.
Wanita,God is gracious.
Warburton,bright town.
Ward,guard or watchman.
Wardell,watchman's hill.
Warden,guard.
Ware,watchful.
Warfield,weir field.
Warick,protecting ruler.
Warin,guard.
Warner,army guard.
Warren,park keeper.
Warrick,strong leader.
Warwick,settlement by the weir.
Wasim,handsome.
Wat,army ruler.
Water,ruler of the army.
Watkins,son of Walter.
Watson,son of Walter.
Watt,army ruler.
Waverly,meadow of quaking aspens.
Wayland,land by the road.
Waylon,land by the road.
Wayne,wagon maker.
Wayra,wind.
Webb,weaver.
Webster,weaver.
Wednesday,born on the fourth day.
Wei,greatness.
Welborne,spring-fed stream.
Welby,farm by the spring.
Welch,Welshman.
Weldon,hill by the well.
Welford,ford by the spring.
Wells,from the spring.
Welsh,from Wales.
Wenceslaus,greater glory.
Wendel,wanderer.
Wendell,traveler.
Wendi,friend.
Wendy,friend.
Wenona,first-born daughter.
Wentworth,winter settlement.
Wenzel,greater glory.
Werner,army guard.
Wes,western meadow.
Wesley,west meadow.
West,direction.
Weston,western town.
Wetherby,ram farm.
Wharton,town by the river.
Wheatley,wheat field.
Wheaton,from the wheat town.
Wheeler,wheel maker.
Whit,white.
Whitaker,white field.
Whitby,white settlement.
White,pale-haired.
Whitfield,white field.
Whitley,white meadow.
Whitlock,white lock of hair.
Whitman,white man.
Whitney,from the white island.
Whittaker,white acre.
Wilbert,bright will.
Wilbur,resolute or brilliant.
Wilburn,willow stream.
Wilda,untamed or willow.
Wilder,untamed or wild.
Wilek,resolute.
Wiles,deceitful.
Wiley,willow meadow.
Wilford,willow ford.
Wilfred,desiring peace.
Wilfredo,resolute peacemaker.
Wilfrid,peaceful will.
Wilhelmina,determined protector.
Wiliford,willow ford.
Wilke,resolute protector.
Wilkes,son of William.
Will,resolute protector.
Willa,resolute protector.
Willard,resolutely brave.
Willda,willow.
Willem,determined protector.
William,resolute protector.
Williams,son of William.
Willie,resolute protector.
Willis,son of William.
Willoughby,willow settlement.
Willow,slender or willow tree.
Wills,resolute protector.
Willy,resolute protector.
Wilma,determined protector.
Wilmer,famous will.
Wilson,son of William.
Wilton,willow town.
Win,friend of peace.
Wincent,conquering.
Winchell,bend in the road.
Windsor,riverbank with a winch.
Winfield,friend's field.
Winfred,friend of peace.
Winifred,blessed peacemaker.
Winn,fair or white.
Winnie,fair one.
Winslow,friend's hill.
Winston,joyful stone or wine's town.
Winter,the cold season.
Winthrop,friendly village.
Winton,friend's town.
Wira,hero.
Wiren,white.
Wisdom,knowledge and judgment.
Wistar,river.
Withers,against.
Witt,white-headed.
Witta,wise.
Wolf,traveling wolf.
Wolfgang,path of the wolf.
Wolfram,wolf raven.
Wolsey,victorious wolf.
Woodley,wood clearing.
Woodrow,row of houses by the wood.
Woodruff,forest warden.
Woods,of the forest.
Woodson,son of the forest.
Woodward,forest warden.
Woody,from the forest.
Woolsey,victorious wolf.
Woria,brave.
Worth,deserving.
Worthy,valuable.
Wouter,army ruler.
Wray,corner.
Wren,small songbird.
Wright,carpenter.
Wrigley,clearing by the river.
Wulf,wolf.
Wyatt,brave in war.
Wybert,bright will.
Wye,river.
Wyke,village.
Wylie,charming or willow meadow.
Wylla,resolute.
Wyman,warrior.
Wynd,narrow path.
Wyndham,from the windy village.
Wynn,fair or pure.
Wynne,blessed or white.
Wynona,first-born daughter.
Wynston,friend's town.
Wynter,winter.
Wyome,large plain.
Wyot,war strength.
Wythe,willow tree.

Xander,defender of men.
Xandra,defender of mankind.
Xandros,protector of men.
Xanthe,golden or yellow.
Xanthia,yellow or fair-haired.
Xanti,saint.
Xanto,yellow-haired.
Xanthus,golden-haired.
Xara,princess or shining.
Xaria,gift of love.
Xaver,bright or splendid.
Xaverie,new house.
Xavi,bright.
Xavia,bright or splendid.
Xavier,new house or bright.
Xaviera,bright or splendid.
Xaviere,new house.
Xavion,fighter.
Xena,guest or stranger.
Xene,stranger.
Xenia,hospitable.
Xenon,stranger or guest.
Xenophon,strange voice.
Xerxes,ruler over heroes.
Xiang,fragrant or lucky.
Xiao,dawn or little.
Ximena,one who hears.
Ximo,God will establish.
Xing,star or prosperous.
Xinyi,happy or quiet.
Xion,highest point.
Xiomara,famous in battle.
Xisuthrus,hero.
Xitllali,star.
Xiu,beautiful or elegant.
Xochitl,flower.
Xoel,Jehovah is God.
Xola,stay in peace.
Xolani,please forgive.
Xon,God is gracious.
Xuan,spring.
Xuxa,queen or lily.
Xyla,wood dweller.
Xylia,of the woods.
Xylina,forest dweller.
Xylon,from the forest.
Xylo,wood.
Xystus,polished.

Yachin,established.
Yael,mountain goat.
Yafe,beautiful.
Yaffa,beautiful.
Yager,hunter.
Yago,supplanter.
Yahya,God is gracious.
Yair,he will enlighten.
Yajur,sacrificial prayer.
Yalanda,violet.
Yale,fertile upland.
Yamila,beautiful.
Yamin,right hand.
Yamini,night.
Yamuna,holy river.
Yan,God is gracious.
Yana,he answers.
Yancey,Englishman.
Yancy,Englishman.
Yandel,God is gracious.
Yanis,gift of God.
Yanna,God is gracious.
Yanni,God is gracious.
Yannick,God is gracious.
Yara,small butterfly or water lady.
Yardley,wood clearing.
Yareli,water lady.
Yaretzi,you will always be loved.
Yaritza,water.
Yaron,to sing or shout.
Yarrow,rough stream or herb.
Yash,fame or glory.
Yashvi,fame.
Yasir,wealthy or easy-going.
Yasmin,jasmine flower.
Yasmine,jasmine.
Yasu,calm.
Yasuhiro,abundant honesty.
Yasuo,peaceful man.
Yates,gatekeeper.
Yathen,holy.
Yuvraj,prince.
Yazid,increasing.
Yazmin,jasmine.
Ye,leaf.
Yedda,singing.
Yehuda,praise.
Yehudi,praise.
Yejide,image of her mother.
Yelena,shining light.
Yemima,dove.
Yen,peace.
Yeong,brave.
Yered,descent.
Yeriel,founded by God.
Yervant,king.
Yesenia,floral.
Yessica,wealthy.
Yestin,just.
Yetta,mistress of the house.
Yeva,life.
Yevgeny,noble.
Yianni,God is gracious.
Yihua,joyful.
Yilda,shining star.
Ying,clever or eagle.
Yishai,gift.
Yitshak,laughter.
Yitta,light.
Yitzhak,he will laugh.
Ynes,pure.
Yoana,God is gracious.
Yoav,God is father.
Yocelin,joyful.
Yoda,warrior.
Yoel,Jehovah is God.
Yohan,God is gracious.
Yohance,God's gift.
Yoki,bluebird.
Yoko,child of the sun.
Yolanda,violet flower.
Yolande,violet.
Yoli,violet.
Yona,dove.
Yonah,dove.
Yonatan,God has given.
Yonit,dove.
Yordana,to flow down.
Yorel,God will enlighten.
Yori,trustworthy.
Yorick,farmer.
York,yew tree settlement.
Yosef,God will increase.
Yoshi,good or respectful.
Yoshiko,good child.
Yoshio,joyful man.
Yosif,God adds.
Yost,just.
Young,youthful.
Yovanni,God is gracious.
Yseult,ice ruler.
Yu,jade or universe.
Yua,binding love.
Yuan,round or original.
Yubi,graceful.
Yudha,war.
Yue,moon.
Yuga,era.
Yug,era or age.
Yui,tie or bind.
Yuichi,brave first son.
Yuji,brave second son.
Yuka,gentle flower.
Yukari,affinity.
Yuki,snow or happiness.
Yukiko,child of snow.
Yuko,gentle child.
Yule,born at Christmas.
Yuliana,youthful.
Yuma,son of the chief.
Yumi,beautiful.
Yumiko,archery child.
Yun,cloud.
Yuna,kindness.
Yuri,lily or farmer.
Yuriko,lily child.
Yusef,God increases.
Yusra,prosperous.
Yussuf,God will add.
Yutaka,abundant.
Yuto,gentle person.
Yuv,youth.
Yuval,stream.
Yuvan,youthful.
Yvan,God is gracious.
Yvanna,God is gracious.
Yves,yew wood.
Yvette,yew.
Yvone,yew.
Yvonne,yew wood.

Zabrina,from the river Severn.
Zacari,God has remembered.
Zacchaeus,pure or clean.
Zach,God remembers.
Zachariah,the Lord has remembered.
Zachary,remembrance of God.
Zada,fortunate or prosperous.
Zadok,righteous.
Zafira,victorious.
Zahar,shining or bright.
Zahra,radiant or flower.
Zaid,abundance or growth.
Zaida,prosperous.
Zaider,hunter.
Zaila,night beauty.
Zaina,beautiful.
Zainab,fragrant flower.
Zaire,river.
Zaki,pure or intelligent.
Zale,sea-strength.
Zalman,peaceable.
Zamani,time.
Zamir,heart or song.
Zander,defender of men.
Zandra,protector of humanity.
Zane,God is gracious.
Zaneta,God's gift.
Zann,lily.
Zanna,lily.
Zara,shining or princess.
Zaray,princess.
Zared,ambush.
Zarek,may God protect the king.
Zaria,radiance.
Zarina,golden.
Zavier,new house.
Zavion,bright.
Zaya,hope.
Zayn,beauty or grace.
Zayne,God is gracious.
Zayra,rose.
Zaza,flowering.
Zea,wheat.
Zeb,gift of Jehovah.
Zebadiah,God's gift.
Zebedee,abundant.
Zebulon,dwelling of honor.
Zed,God is righteousness.
Zedekiah,justice of the Lord.
Zeff,wolf.
Zehra,bright or luminous.
Zeid,increase.
Zeke,God strengthens.
Zeki,clever.
Zela,happy or zealous.
Zelda,dark battle or happy.
Zele,happy.
Zelia,zeal.
Zelig,blessed.
Zelina,heavenly.
Zelma,divine protection.
Zelotes,zealous.
Zemira,song or joy.
Zena,guest or stranger.
Zenaida,life of Zeus.
Zenas,gift of Zeus.
